4381
itemid	name	level	unk	price	pricec	sell	unk	unk	durtype	duration	hp	attmin	attmax	att(trans)min	att(trans)max	TransGauge	Crit	evade	spectrans	speed	transbotdef	transbotatt	transspeed	ranged	luck	unk	effect	image	description
1210902	KilohawkMIS(+2)	68	1	1325	0	166	16777473	257	0	0	791	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	46	The sharp angles of this set are dangerous at high speed.
1210903	KilohawkMIS(+3)	70	1	1900	0	238	16777473	257	0	0	791	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	46	The sharp angles of this set are dangerous at high speed.
1210904	KilohawkMIS(XMOG)	100	1	1900	0	238	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	46	The sharp angles of this set are dangerous at high speed.
1211000	Sabercron	75	1	1120	0	131	16777473	257	0	0	878	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	47	This head module is a departure from Surge's usual sleek design.
1211001	SabercronMIS(+1)	77	1	1155	0	144	16777473	257	0	0	878	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	47	This head module is a departure from Surge's usual sleek design.
1211002	SabercronMIS(+2)	78	1	1575	0	197	16777473	257	0	0	878	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	47	This head module is a departure from Surge's usual sleek design.
1211003	SabercronMIS(+3)	80	1	2100	0	263	16777473	257	0	0	878	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	47	This head module is a departure from Surge's usual sleek design.
1211004	SabercronMIS(XMOG)	100	1	2100	0	263	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	47	This head module is a departure from Surge's usual sleek design.
1211100	Bladium	85	1	1350	0	150	16777473	257	0	0	985	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	48	Stolen from a high-security facility, these untested parts are considered extremely dangerous.
1211101	BladiumMIS(+1)	87	1	1320	0	165	16777473	257	0	0	985	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	48	Stolen from a high-security facility, these untested parts are considered extremely dangerous.
1211102	BladiumMIS(+2)	88	1	1800	0	225	16777473	257	0	0	985	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	48	Stolen from a high-security facility, these untested parts are considered extremely dangerous.
1211103	BladiumMIS(+3)	90	1	2400	0	300	16777473	257	0	0	985	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	48	Stolen from a high-security facility, these untested parts are considered extremely dangerous.
1211104	BladiumMIS(XMOG)	100	1	2400	0	300	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	48	Stolen from a high-security facility, these untested parts are considered extremely dangerous.
1211110	Diamond Bladium	100	1	6000000	0	100	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	50	Forged and perfected from various meteors scattered across Cyberspace. [OC10]
1211200	SantaHelmet	1	1	10	0	1	16777473	257	0	10	196	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	43	Ho Ho Ho!  Spread holiday cheer with this jolly head part.
1211400	Zeptonium	95	1	1500	0	169	16777473	257	0	0	1120	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	49	The highest tier of BOT equipment for the vanguards of Cyberspace.
1211401	ZeptoniumMIS(+1)	97	1	1485	0	186	16777473	257	0	0	1120	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	49	The highest tier of BOT equipment for the vanguards of Cyberspace.
1211402	ZeptoniumMIS(+2)	98	1	2025	0	253	16777473	257	0	0	1120	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	49	The highest tier of BOT equipment for the vanguards of Cyberspace.
1211403	ZeptoniumMIS(+3)	100	1	2700	0	338	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	49	The highest tier of BOT equipment for the vanguards of Cyberspace.
1211404	ZeptoniumMIS(XMOG)	100	1	2700	0	338	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	49	The highest tier of BOT equipment for the vanguards of Cyberspace.
1212700	Hackenn-Reactive	80	1	0	0	0	16777473	257	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	;
1212701	Hackenn-ReactiveMIS(+1)	82	1	0	0	500	16777473	257	0	0	1120	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	42	
Corrupted Surge reactive from the depths of the Hackenn ruins.
1212702	Hackenn-ReactiveMIS(+2)	86	1	0	0	500	16777473	257	0	0	1120	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	42	
Corrupted Surge reactive from the depths of the Hackenn ruins.
1212703	Hackenn-ReactiveMIS(+3)	90	1	0	0	500	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	42	
Corrupted Surge reactive from the depths of the Hackenn ruins.
1212704	Hackenn-ReactiveMIS(XMOG)	90	1	0	0	500	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	42	
Corrupted Surge reactive from the depths of the Hackenn ruins.
1212900	WraithGlider	100	1	100	0	172	16777473	257	0	0	1120	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	51	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1212901	WraithGliderMIS(+1)	100	1	110	0	190	16777473	257	0	0	1120	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	51	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1212902	WraithGliderMIS(+2)	100	1	150	0	264	16777473	257	0	0	1120	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	51	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1212903	WraithGliderMIS(+3)	100	1	200	0	350	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	51	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1212904	WraithGliderMIS(XMOG)	100	1	200	0	350	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	51	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1213000	Bronze Battlemesh(Lv1)	1	1	0	0	45	16777473	257	0	0	176	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	52	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213001	Bronze Battlemesh(Lv25)	25	1	0	0	45	16777473	257	0	0	440	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	52	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213002	Bronze Battlemesh(Lv60)	60	1	0	0	45	16777473	257	0	0	703	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	52	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213003	Bronze Battlemesh(Lv90)	90	1	0	0	45	16777473	257	0	0	985	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	52	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213010	Silver Battlemesh(Lv1)	1	1	0	0	150	16777473	257	0	0	264	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	53	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213011	Silver Battlemesh(Lv25)	25	1	0	0	150	16777473	257	0	0	527	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	53	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213012	Silver Battlemesh(Lv60)	60	1	0	0	150	16777473	257	0	0	791	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	53	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213013	Silver Battlemesh(Lv90)	90	1	0	0	150	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	53	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213020	Gold Battlemesh(Lv1)	1	1	0	0	1000	16777473	257	0	0	264	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	54	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213021	Gold Battlemesh(Lv25)	25	1	0	0	1000	16777473	257	0	0	527	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	54	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213022	Gold Battlemesh(Lv60)	60	1	0	0	1000	16777473	257	0	0	791	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	54	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213023	Gold Battlemesh(Lv90)	90	1	0	0	1000	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	54	Mesh earned in skill-based combat worn by the warriors of Cyberspace.
1213100	InfernoSurgeHead	100	1	100	0	172	16777473	257	0	0	1120	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	55	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1213101	InfernoSurgeHeadMIS(+1)	100	1	110	0	190	16777473	257	0	0	1120	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	55	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1213102	InfernoSurgeHeadMIS(+2)	100	1	150	0	264	16777473	257	0	0	1120	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	55	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1213103	InfernoSurgeHeadMIS(+3)	100	1	200	0	350	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	55	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1213104	InfernoSurgeHeadMIS(XMOG)	100	1	200	0	350	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	55	Perfectly manufactured for mobility and to destroy enemies without giving them a fighting chance.
1213200	Skysplitter	100	1	100	0	172	16777473	257	0	0	1120	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	56	Earned through proven valor in the Survival Simulator.
1213201	SkysplitterMIS(+1)	100	1	110	0	190	16777473	257	0	0	1120	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	56	Earned through proven valor in the Survival Simulator.
1213202	SkysplitterMIS(+2)	100	1	150	0	264	16777473	257	0	0	1120	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	56	Earned through proven valor in the Survival Simulator.
1213203	SkysplitterMIS(+3)	100	1	200	0	350	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	56	Earned through proven valor in the Survival Simulator.
1213204	SkysplitterMIS(XMOG)	100	1	200	0	350	16777473	257	0	0	1120	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	56	Earned through proven valor in the Survival Simulator.
1220100	Spiker	1	1	75	0	8	16777473	257	0	0	0	0	0	18	21	0	0	0	0	2	0	2	0	0	0	0	0	0	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220101	SpikerSPD(+1)	1	1	66	0	8	16777473	257	0	0	0	0	0	18	21	0	0	0	0	3	0	3	0	0	0	0	0	0	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220102	SpikerSPD(+2)	1	1	90	0	11	16777473	257	0	0	0	0	0	18	21	0	0	0	0	15	0	9	0	0	0	0	0	0	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220103	SpikerSPD(+3)	1	1	120	0	15	16777473	257	0	0	0	0	0	18	21	0	0	0	0	45	0	22	0	0	0	0	0	0	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220104	SpikerSPD(XMOG)	100	1	120	0	15	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	0	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220130	SpikerSPD(E1)	1	1	0	0	15	16777473	257	0	0	0	0	0	18	21	0	0	0	0	45	0	22	0	0	0	0	0	3	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220131	SpikerSPD(XE1)	100	1	0	0	15	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	3	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220140	SpikerSPD(E2)	1	1	0	0	15	16777473	257	0	0	0	0	0	18	21	0	0	0	0	45	0	22	0	0	0	0	0	4	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220141	SpikerSPD(XE2)	100	1	0	0	15	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	4	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220150	SpikerSPD(E3)	1	1	0	0	15	16777473	257	0	0	0	0	0	18	21	0	0	0	0	45	0	22	0	0	0	0	0	5	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220151	SpikerSPD(XE3)	100	1	0	0	15	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	5	Spiker is Surge's basic upgrade. This part replaces Surge's basic transformation with more power.
1220200	Reacular	1	1	180	0	19	16777473	257	0	0	0	0	0	38	47	0	0	0	0	9	0	5	0	0	0	0	0	6	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220201	ReacularSPD(+1)	1	1	165	0	21	16777473	257	0	0	0	0	0	38	47	0	0	0	0	18	0	9	0	0	0	0	0	6	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220202	ReacularSPD(+2)	1	1	225	0	28	16777473	257	0	0	0	0	0	38	47	0	0	0	0	30	0	15	0	0	0	0	0	6	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220203	ReacularSPD(+3)	1	1	300	0	38	16777473	257	0	0	0	0	0	38	47	0	0	0	0	60	0	29	0	0	0	0	0	6	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220204	ReacularSPD(XMOG)	100	1	300	0	38	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	6	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220230	ReacularSPD(E1)	1	1	0	0	38	16777473	257	0	0	0	0	0	38	47	0	0	0	0	60	0	29	0	0	0	0	0	9	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220231	ReacularSPD(XE1)	100	1	0	0	38	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	9	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220240	ReacularSPD(E2)	1	1	0	0	38	16777473	257	0	0	0	0	0	38	47	0	0	0	0	60	0	29	0	0	0	0	0	10	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220241	ReacularSPD(XE2)	100	1	0	0	38	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	10	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220250	ReacularSPD(E3)	1	1	0	0	38	16777473	257	0	0	0	0	0	38	47	0	0	0	0	60	0	29	0	0	0	0	0	11	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220251	ReacularSPD(XE3)	100	1	0	0	38	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	11	Reacular: prototype created by AV Labs. Stronger metals let the part withstand prolonged attacks
1220300	Sinder	5	1	330	0	38	16777473	257	0	0	0	0	0	48	63	0	0	0	0	17	0	8	0	0	0	0	0	12	The body defines the Sinder set, all other parts are in support of this feature.
1220301	SinderSPD(+1)	7	1	330	0	41	16777473	257	0	0	0	0	0	48	63	0	0	0	0	33	0	16	0	0	0	0	0	12	The body defines the Sinder set, all other parts are in support of this feature.
1220302	SinderSPD(+2)	8	1	450	0	56	16777473	257	0	0	0	0	0	48	63	0	0	0	0	45	0	23	0	0	0	0	0	12	The body defines the Sinder set, all other parts are in support of this feature.
1220303	SinderSPD(+3)	10	1	600	0	75	16777473	257	0	0	0	0	0	48	63	0	0	0	0	75	0	36	0	0	0	0	0	12	The body defines the Sinder set, all other parts are in support of this feature.
1220304	SinderSPD(XMOG)	100	1	600	0	75	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	12	The body defines the Sinder set, all other parts are in support of this feature.
1220330	SinderSPD(E1)	10	1	0	0	75	16777473	257	0	0	0	0	0	48	63	0	0	0	0	75	0	36	0	0	0	0	0	15	The body defines the Sinder set, all other parts are in support of this feature.
1220331	SinderSPD(XE1)	100	1	0	0	75	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	15	The body defines the Sinder set, all other parts are in support of this feature.
1220340	SinderSPD(E2)	10	1	0	0	75	16777473	257	0	0	0	0	0	48	63	0	0	0	0	75	0	36	0	0	0	0	0	16	The body defines the Sinder set, all other parts are in support of this feature.
1220341	SinderSPD(XE2)	100	1	0	0	75	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	16	The body defines the Sinder set, all other parts are in support of this feature.
1220350	SinderSPD(E3)	10	1	0	0	75	16777473	257	0	0	0	0	0	48	63	0	0	0	0	75	0	36	0	0	0	0	0	17	The body defines the Sinder set, all other parts are in support of this feature.
1220351	SinderSPD(XE3)	100	1	0	0	75	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	17	The body defines the Sinder set, all other parts are in support of this feature.
1220400	Jet-Peak	15	1	570	0	66	16777473	257	0	0	0	0	0	58	84	0	0	0	0	24	0	12	0	0	0	0	0	18	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220401	Jet-PeakSPD(+1)	17	1	575	0	72	16777473	257	0	0	0	0	0	58	84	0	0	0	0	48	0	24	0	0	0	0	0	18	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220402	Jet-PeakSPD(+2)	18	1	775	0	97	16777473	257	0	0	0	0	0	58	84	0	0	0	0	60	0	28	0	0	0	0	0	18	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220403	Jet-PeakSPD(+3)	20	1	1050	0	131	16777473	257	0	0	0	0	0	58	84	0	0	0	0	90	0	42	0	0	0	0	0	18	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220404	Jet-PeakSPD(XMOG)	100	1	1050	0	131	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	18	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220430	Jet-PeakSPD(E1)	20	1	0	0	131	16777473	257	0	0	0	0	0	58	84	0	0	0	0	90	0	42	0	0	0	0	0	21	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220431	Jet-PeakSPD(XE1)	100	1	0	0	131	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	21	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220440	Jet-PeakSPD(E2)	20	1	0	0	131	16777473	257	0	0	0	0	0	58	84	0	0	0	0	90	0	42	0	0	0	0	0	22	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220441	Jet-PeakSPD(XE2)	100	1	0	0	131	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	22	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220450	Jet-PeakSPD(E3)	20	1	0	0	131	16777473	257	0	0	0	0	0	58	84	0	0	0	0	90	0	42	0	0	0	0	0	23	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220451	Jet-PeakSPD(XE3)	100	1	0	0	131	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	23	The body in the Jet-Peak set features a basic hover module that transforms to a powerful jet.
1220500	Byte-Blaster	25	1	740	0	84	16777473	257	0	0	0	0	0	68	105	0	0	0	0	32	0	15	0	0	0	0	0	24	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220501	Byte-BlasterSPD(+1)	27	1	745	0	93	16777473	257	0	0	0	0	0	68	105	0	0	0	0	63	0	30	0	0	0	0	0	24	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220502	Byte-BlasterSPD(+2)	28	1	1015	0	127	16777473	257	0	0	0	0	0	68	105	0	0	0	0	75	0	36	0	0	0	0	0	24	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220503	Byte-BlasterSPD(+3)	30	1	1350	0	169	16777473	257	0	0	0	0	0	68	105	0	0	0	0	105	0	49	0	0	0	0	0	24	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220504	Byte-BlasterSPD(XMOG)	100	1	1350	0	169	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	24	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220530	Byte-BlasterSPD(E1)	30	1	0	0	169	16777473	257	0	0	0	0	0	68	105	0	0	0	0	105	0	49	0	0	0	0	0	27	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220531	Byte-BlasterSPD(XE1)	100	1	0	0	169	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	27	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220540	Byte-BlasterSPD(E2)	30	1	0	0	169	16777473	257	0	0	0	0	0	68	105	0	0	0	0	105	0	49	0	0	0	0	0	28	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220541	Byte-BlasterSPD(XE2)	100	1	0	0	169	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	28	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220550	Byte-BlasterSPD(E3)	30	1	0	0	169	16777473	257	0	0	0	0	0	68	105	0	0	0	0	105	0	49	0	0	0	0	0	29	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220551	Byte-BlasterSPD(XE3)	100	1	0	0	169	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	29	When transformed, the Byte-Blaster body part enters heli-mode and uses arms as spinning blades.
1220600	Skimmer	35	1	870	0	103	16777473	257	0	0	0	0	0	78	126	0	0	0	0	39	0	19	0	0	0	0	0	30	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220601	SkimmerSPD(+1)	37	1	905	0	113	16777473	257	0	0	0	0	0	78	126	0	0	0	0	78	0	38	0	0	0	0	0	30	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220602	SkimmerSPD(+2)	38	1	1235	0	154	16777473	257	0	0	0	0	0	78	126	0	0	0	0	90	0	44	0	0	0	0	0	30	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220603	SkimmerSPD(+3)	40	1	1650	0	206	16777473	257	0	0	0	0	0	78	126	0	0	0	0	120	0	54	0	0	0	0	0	30	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220604	SkimmerSPD(XMOG)	100	1	1650	0	206	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	30	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220630	SkimmerSPD(E1)	40	1	0	0	206	16777473	257	0	0	0	0	0	78	126	0	0	0	0	120	0	54	0	0	0	0	0	33	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220631	SkimmerSPD(XE1)	100	1	0	0	206	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	33	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220640	SkimmerSPD(E2)	40	1	0	0	206	16777473	257	0	0	0	0	0	78	126	0	0	0	0	120	0	54	0	0	0	0	0	34	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220641	SkimmerSPD(XE2)	100	1	0	0	206	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	34	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220650	SkimmerSPD(E3)	40	1	0	0	206	16777473	257	0	0	0	0	0	78	126	0	0	0	0	120	0	54	0	0	0	0	0	35	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220651	SkimmerSPD(XE3)	100	1	0	0	206	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	35	Surge's mobility is taken up another level with the special hovering ability of this unit.
1220700	Cyblade	45	1	1100	0	131	16777473	257	0	0	0	0	0	88	147	0	0	0	0	47	0	22	0	0	0	0	0	36	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220701	CybladeSPD(+1)	47	1	1155	0	144	16777473	257	0	0	0	0	0	88	147	0	0	0	0	93	0	44	0	0	0	0	0	36	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220702	CybladeSPD(+2)	48	1	1605	0	201	16777473	257	0	0	0	0	0	88	147	0	0	0	0	105	0	49	0	0	0	0	0	36	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220703	CybladeSPD(+3)	50	1	2100	0	263	16777473	257	0	0	0	0	0	88	147	0	0	0	0	135	0	63	0	0	0	0	0	36	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220704	CybladeSPD(XMOG)	100	1	2100	0	263	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	36	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220730	CybladeSPD(E1)	50	1	0	0	263	16777473	257	0	0	0	0	0	88	147	0	0	0	0	135	0	63	0	0	0	0	0	39	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220731	CybladeSPD(XE1)	100	1	0	0	263	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	39	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220740	CybladeSPD(E2)	50	1	0	0	263	16777473	257	0	0	0	0	0	88	147	0	0	0	0	135	0	63	0	0	0	0	0	40	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220741	CybladeSPD(XE2)	100	1	0	0	263	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	40	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220750	CybladeSPD(E3)	50	1	0	0	263	16777473	257	0	0	0	0	0	88	147	0	0	0	0	135	0	63	0	0	0	0	0	41	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220751	CybladeSPD(XE3)	100	1	0	0	263	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	41	Smaller than other body modules, this piece acts as a fulcrum for the arms.
1220800	Trilicor	55	1	1280	0	150	16777473	257	0	0	0	0	0	98	168	0	0	0	0	54	0	26	0	0	0	0	0	45	Extra thrusters provide this unit with greater functionality in battle.
1220801	TrilicorSPD(+1)	57	1	1320	0	165	16777473	257	0	0	0	0	0	98	168	0	0	0	0	108	0	51	0	0	0	0	0	45	Extra thrusters provide this unit with greater functionality in battle.
1220802	TrilicorSPD(+2)	58	1	1800	0	225	16777473	257	0	0	0	0	0	98	168	0	0	0	0	120	0	56	0	0	0	0	0	45	Extra thrusters provide this unit with greater functionality in battle.
1220803	TrilicorSPD(+3)	60	1	2400	0	300	16777473	257	0	0	0	0	0	98	168	0	0	0	0	150	0	69	0	0	0	0	0	45	Extra thrusters provide this unit with greater functionality in battle.
1220804	TrilicorSPD(XMOG)	100	1	2400	0	300	16777473	257	0	0	0	0	0	162	299	0	0	0	0	285	0	96	0	0	0	0	2	45	Extra thrusters provide this unit with greater functionality in battle.
